,sentiment,text
13670,negative,I have be on hold for 4 hr no call bk either family of 4 try to get from hdn to dfw flight 1418 direct need new info plz
13671,neutral,can you check on he status of my exp membership card need the physical card to access some international lounge soon
13672,negative,my flight tomorrow be cancel flight you guy just keep let me down
13673,positive,thanks for the champagne aa153 ordnrt to celebrate my tokyomarathon2015 finish
13674,negative,I be beyond confuse here why would you offer an earlier flight when they cancel flightled 2222 i ask for tues please fix
13675,negative,I be in mex i need to fly to new york city tomorrow my new flight on tuesday be unacceptable please help
13676,negative,my flight tomorrow cancel flight w no notice phone system say callback in 2 hour and it be 4 i need to go to bed
13677,negative,I be try to reach the advantage department to add my number to a recent flight
13678,negative,i be go to keep these tweet come till aa do somethingwhich i know be nothinghoping i go waynot
13679,negative,make sure u insure your luggage a those asshole aa take no fricken responsibility do not believe their lie
13680,negative,everyone it be weeksthose dickhead aa have not contact methey lose my checked bag carryon and have not offer to pay
13681,negative,why arent calling go thru it doesnt have me wait or anything and automate stuff be mess up
13682,neutral,235 we make it to seattle
13683,negative,we will not be fly with you or u air again the change and cancel flightations lead up to today big finale be unacceptable
13684,negative,thanks for your apology but it be a bit late flight cancel flight a flight more than 24 hr in advance due to weather be ridiculous we
13685,negative,you cancel flightled my flight tomorrow without tell me and i want to rebookplease help me book a new flight what can i call
13686,negative,the word failure mean an act or instance of fail or prove unsuccessful lack of success nonperformance of something due
13687,negative,why offer automate call back option when agent be available only to call me have me sit on hold at 12emoticonsmiley0am onholdfordays
13688,negative,do you have the phone number of a supervisor i can speak to regard my travel today
13689,negative,hang up on customer with no chance for a callback be a failure of customer service 1emoticonsmiley0am est and no one can answer
13690,negative,to think that I be a priority member wonder how you treat the plebe i know which reward card I be cancel flightling immediately
13691,negative,for the past 55 hour call volume be so that no one can take my call to cancel flight my itinerary youredoingitwrong 12
13692,negative,bad airline you cancel flight flight do not let me know i wait on hold 30 min told to enter callback for middle of the night
13693,negative,do you guy just give up help people your phone tree just hang up on me and i have a flight tomorrow connection pending
13694,negative,you call back just to put me on hold it be midnight literally just want to know how I be get home and I be get no help
13695,negative,flight 2390 delayed 14 hour no one at americanairlines counter can tell my husband that he will be on that flight help
13696,negative,this have happens so many time it be just upset to see how poorly an airline treat their customer
13697,negative,seriously there be not any rep available to take phone call even for platinum
13698,negative,lack of attention or foresight when manage flight
13699,negative,now we be all stuck on the plane after land because crew unable to figure it out
13700,negative,also be on hold for 30 minute with your customer service to find out when my new flight be schedule bc your site suck
13701,negative,yes and without my bag 2 first class ticket to tahiti would be nice just say
13702,negative,err 2 hour wait time for the exec plat line
13703,neutral,can you please connect these two reservation together and also add a child in a lap kevolt and sozldj march 1 thanks
13704,negative,do i have to even say anything over 6 hour on hold no one have ever suck a much a you
13705,negative,my flight 2962 out of cll 0600 will not let me check in please help importantflight
13706,negative,your agent sent our family on 3 diff plane to dfw that be a late flight due to delay a the cancel flight plane that start this fail
13707,negative,finally get a call from aa but it be an automate voice that hung up on me i call back it say it will be 2 more hour
13708,negative,I have be on hold another hour and still nothing my cancel flight flight be suppose to be six hour from now strand
13709,negative,be not offer a flight out of phl until tuesday so have to ask to be book to houston instead of austin
13710,neutral,will do I have think though that a literally identical itinerary to your sample itinerary would work maybe need to update
13711,negative,i be run out of battery you have my chargersclothescoatcontact lens need to be in mtg need help pathetic service
13712,negative,flight 4606 from mem to dca delayed 6 hour now hold breath while they keep me trap 3 hour to deice scareair
13713,negative,stuck in airplane on way out of phl and again in houston all passenger frustrate make me want to avoid airline
13714,negative,bag turn up no thanks to your useless callcentre and useless website
13715,negative,flight from phl to austin cancel flight head to houston delayed now have to pay to rent a car and drive 3 hr to austin
13716,negative,i understand the weather issue i do not understand how i be not notify of the cancel flightlation and have to realize it so late flight
13717,negative,why will not u deliver my luggage almost two day and hold on the phone for over 4 hr help
13718,positive,whoooo hooooo just cross 25367 at my current pace i should reach 152202 for the year
13719,neutral,would like to talk to someone please follow
13720,negative,you have now lose my luggage for40 hour hold for4 hr on phone wtf be this how you treat your loyal passengersstranded
13721,neutral,lmao this be so
13722,negative,have be wait over three hour to talk to someone to rebook a flight due to weather do call back service actually work
13723,negative,the service receive by of u be rude and well below my expectation of your airline that be what be most frustrate
13724,neutral,i be on a flight for tomorrow and my reservation be come up help me
13725,negative,please dm me a way to get in touch with someone that can help I be platinum aa and consider quit aa bc of this
13726,positive,thanks for follow up i think it be fair to refund the ticket price and the two one way rental car i have to buy
13727,negative,it be my friend she should not have be schedule so close together at lax then not reimburse it be cost her 12 hr 250
13728,positive,understood thanks
13729,negative,so what be you go to do for me since i cannot take the option you give me what of refund will you do for me
13730,positive,1 i be on 1610 today to yyz i have a bit of a bag issue that be clear up beautifully thank you to all of the check in
13731,negative,sound like they just get bitchslapped by
13732,negative,when will tomorrow flight cancel at dfw for aa flight be post we be on 2424 at 7am from lax
13733,positive,gate agent jan l at phoenix be at least able to get my young daughter seat near my wife thank you
13734,negative,I have be on hold with international award reservation for almost 2 hour 8004337300 keep call me what be go on
13735,negative,can someone actually either call back or help me figure out how I be get home
13736,positive,you be my early frontrunner for best airline oscars2016
13737,negative,can i get home before 12 or no
13738,neutral,i left something on my flight from ord to sfo earlier today and believe it be on the plane back at ord now please help
13739,negative,how be hang up on customer because of volume customer service try to resolve via dmstill waitingso bad aafail
13740,negative,i be told it would be email to me but i have not receive anything yet how can i followup
13741,positive,all good I be the 1110p flight tonight thanks for the response
13742,negative,that be interestingagent told me so sadly another book passenger do not make it to gate by push back so i make it on
13743,negative,flight cancel flightled website refers to 1800 the 1800 hang up on me not autorebooked really horrible company
13744,neutral,book aa3370 depart jfk 22515 it be book via ba and i want to change my ff to aa can you do that for me via twitter
13745,negative,we have be sit on this bird aa1457 for 2 hr on the dfw tarmac some water would be nice where be your manner
13746,negative,i need to know what to do my flight have be cancel flightled and i cannot speak to anyone help
13747,negative,be call your for 4 hour to reschedule a flight to dfw due to weather and your will not even let me stay on hold
13748,negative,thanks she do her best stay the night in dallas new trial to via atlanta tomorrow assume no cancel
13749,negative,your customer service be a disgrace
13750,positive,joanna do a wonderful job thank her for me
13751,negative,she get to the gate just in time to watch the plane push back 5 minute be all she need glad weve relative nearby
13752,negative,first flight be cancel flightled be on hold for 4 hour need information and get none help
13753,negative,get a new crystal ball cancel flight flight before weather hit to rebook me on flight during look like 2 night hotel on me
13754,negative,yes show cancel flightled asks for her to contact you at 800 number
13755,positive,thanks be they really open 330 be 7 pm every day any way to check they be open before go all the way there thanks
13756,negative,toby hate you lol
13757,positive,thanx for reply dm sent
13758,negative,what i be put off by be the fact that no gate supervisor have try to come by and communicate with u
13759,negative,not anymore
13760,negative,need to change flight but the c be tell me it cannot take my call cannot change online please help flight be this week
13761,neutral,48 hour and still no bag could have to costa rica and back by now i have gift for my family in my bag
13762,negative,no when i call aa now i cannot even get on holdcan you help me
13763,negative,lieslieslies bad travel experience of my life day 2 no clothes on vaca lostluggage unprofessional mia
13764,negative,tell that piece of shit to get fuck I will fly exclusively with you for life
13765,negative,i have continued contact your phone rep for 7 hour and be still unable to get through that be absurd and i be livid
13766,positive,thanks
13767,neutral,probably have money on they say to hell with lol
13768,negative,dfw gate 16 to bmi agent seriously be beyond incompetent never fly aa again if can be avoid fail pathetic
13769,neutral,I be go to speak with customer service at the airport tomorrow morning and see what my option be i need a flight tomorrow
13770,neutral,can we get a status update on flight 1457 be we go to make it home tonight
13771,positive,in my hotel now thank you
13772,negative,i have almost 3 million mile w u so i be loyal to u when r u go to reciprocate what a joke
13773,negative,thank you for hold we apologize for the delay in answer your call to speak to a representative please continue to hold
13774,negative,weather be not involve
13775,negative,no i be on hold for 4 12 hour 3 diff agent each w different information frustrate kept get txfd
13776,negative,I be still on hold if you be wonder 4 hour 37 minute and counting servicefail onholdforever suboptimal
13777,negative,i have never see such incompetency from a gate agent in year of business travel dfw b16 gate agent need training or new job
13778,negative,it say change cannot be make online
13779,neutral,what be the status of flight for tuesday out of dallas
13780,negative,you cancel flightled my flight and i cannot get someone on the phone to rebook 2 hour wait minimum can i get some service
13781,negative,our ft 1261 tusdfw wcx to lga tomorrow cancel flight 4 hr so far wait for call back what should we do need to get to
13782,negative,and our meal be also on u because this company do not care about their customer truly disgraceful
13783,negative,by far the best example of the bad company
13784,negative,cost me a day of vacation 350 hotel stay day of dog boarding and a day of airport parking
13785,positive,get my bag this morning thanks
13786,positive,joanna be wonderful new flight book by a very friendly and helpful agent during a very stressful day thank you
13787,negative,and the way i have be spoken to by dfw and mia employee be truly disgust save the pain fly with anyone else
13788,negative,I be home only 9hr late flight no thanks to your service centre their plan involve 4 flight leg all and 2 full day
13789,negative,thx for lose my bag how hard be it to care for a bag w priority on itwhy do u to not care for eps
13790,positive,ok no worry thanks for the straight story it be appreciate
13791,neutral,thank you for the response when i book I have try my aa number and my u airway number and each time it do not pick it up
13792,negative,to my destination after wait 2 hour and miss our second flight with them our luggage make the flight though
13793,neutral,flight out of dallas on tuesday be not go to be cancel flightled correct
13794,negative,that luggage you forgotmiahe just won an oscar
13795,negative,cost me 1 day of vacation 350 and all i get be a rude woman tell me to go to another country and figure out how to get
13796,negative,you should really help out you be get a ton of bad publicity right now willneverflywithyou
13797,neutral,flight number 2386
13798,neutral,it look like a mistake
13799,negative,lose luggage on flight yesterday morning miami to newyork lga no response and no luggage more than 37 hr ltr
13800,positive,wow that be helpful
13801,neutral,at the gate when i get off the plane
13802,neutral,can you take care please thanks
13803,positive,those be very beautiful photo thx would marketing dept be interested in buying
13804,neutral,no worry you be swamp i know just dmd back thank u
13805,positive,we make it so no worry you guy do good tonight and even put on my flight firstclass
13806,negative,by answer a fast a they can you mean hang up on every call
13807,negative,but at least your automate message give me info about your merger w another airline i know to avoid
13808,neutral,do i hope you can offer something
13809,negative,that 2 hr wait become a 4 hr one and yall claimed to have sent an email yeah that never happen flydelta
13810,negative,it be be 2 hr of wait on the phone a bad customer service b try to know where my suitcase be and way more angry
13811,negative,why do not you take care of flight screw ups
13812,negative,wht n experience waa reservation service try to be patient with rep and she just disconnect me aa do u record conv
13813,negative,any info for cancel flightled flight 1046 tomorrow morning out of dfw cannot get call through to speak with anyone
13814,negative,tick me off
13815,neutral,my fly be 1579 if do you have some news
13816,negative,thanks for info on super passenger the extra seat big need be the one i be sit in already customerservice
13817,negative,today after 6 yr no longer my prefer airline
13818,negative,thanks two hour to go inflight then hotel hang in there with all the dfw travel delay aa team
13819,negative,appreciate your system be busy but when i call have your automate system hang up on me be not helpful
13820,negative,next time my flight cancel flightled I have appreciate some indication email text carrier pigeon app do not even warn at check in
13821,negative,nope i have not be rebooked
13822,neutral,online flight notification be down
13823,negative,i be platinum i be fly usair and they have strand me in clt not answer phone do not rebook me please help
13824,negative,be aa951 to so paulo take off today your colleague will not tell u any thing
13825,neutral,flight 1388 tomorrow 515 be status please thanks
13826,negative,you cannot change my flight and not have enough operator to handle call unacceptable americanairlines
13827,positive,you have a lot on your plate flight deal with cancel and weather those be more i know you will respond
13828,negative,flight 654 delayed flight 409 you sell my seat flight 0671 strand me in phx for three hour thanks for the memory
13829,negative,i paid extra for my seat the monitor do not work from on aa111 how about a refund on the seat conf mdbeei mcmullen
13830,negative,how nice it would be if you have helpful flight attendant instead of the rude nasty one you employ whyareyouyelling
13831,negative,yes however the seat they assign u that day be never together i just want to sit with my husband why be that impossible
13832,neutral,any luck
13833,neutral,group cancel flight close to a thousand flight monday
13834,negative,it be be almost 3 day and it be still frozen thanks doll
13835,negative,line of 100 people to rebook at mia now virtual hold on rebook line just hang up during call back
13836,negative,found out my flight tomorrow be cancel flightled get in the queue for a callback 35 hour agostill nothing can i get rebooked
13837,neutral,look for status of flight 1388 schedule for 515 be tomorrow morning thank you
13838,negative,thanks for your can response that make it look like you care about your customer I be sure all twitter user fall for it
13839,negative,yes but should be able to get a push notification via the app if im log in and on a emailtext be so 2010
13840,negative,ratchet airway
13841,negative,how do i check reservation for joe watson and kelsey jennings we be on hold for 2 hour wait for call back now eta
13842,negative,be the new and be bad than take the americanairlines nocustomerservice fail
13843,negative,my flight tomorrow from to dfw aa304 cancel flight can you help me get there
13844,negative,what be the my bag be up by someone not me while in another country because it say it have not be locate yet
13845,negative,well do the right thing and take care of or el you be lose business
13846,negative,have be wait for a call back for over two hour jan to tomorrow at 6am cancel flightled what be my option
13847,neutral,i already land but if you still care it be 1891 thanks for the help though do you k ow what cause the failure
13848,negative,one staff on desk now be queue for over an hr
13849,neutral,anything you can do
13850,negative,and even bad by the time you respond to my tweet i take two flight over five hour and that be the quick response
13851,negative,on top of that my online record be unavailable a well and then could not get anyone on the phone
13852,negative,my exboyfriend pick up my call more than you do cancel flightedflight nocustomerservice americanairlines fail
13853,negative,aa a suggestion note on your seat what seat have electronics box block legroom aa215
13854,negative,why be you still sell ticket when you have not rebooked people to arrive at their destination on time
13855,positive,do not really need anything saw your mention be often negative keep up the good work gratitude
13856,positive,americanview sweet home chicago
13857,positive,ltaljx from dca to oma this morning all of the staff that help me fix my problem be so helpful goodthingscome thanks
13858,negative,oh shiz I be only 40 minute into my wait after the first 3 hour barrier unbelievable
13859,negative,wow still screw n stuff up
13860,negative,i just checked the app and it say my flight have be move back a day no explanation why no answer on the 800 number
13861,negative,employee be racist
13862,negative,this be pathetic customer service why have bag tag barcodes and computer if your response be not yet locate
13863,negative,i hope it take you 6 hour to get home when it should take 20 my flight be cancel flightled because they could not staff the plane
13864,negative,what be aa go to do to fix their utterly embarrass customer service you will not even answer the dang phone
13865,negative,not yet I be next in the terminal a customer service
13866,negative,and it get betterother passenger rebooked direct on other airline whereisthelove whybeaaff
13867,negative,i need to speak to a real person my flight be cancel flightled with no explanation and I have be on hold for more than 3 hour
13868,negative,you have let me down seriously unhappycustomer
13869,negative,ever think about be prepared and bring in more people do anyone have any business sense at aa
13870,negative,why do i have to wait for 2 hour to talk to someone when you change my flight
13871,negative,due to gate agent i miss my connect flight to mexico citynot a happy customer aa let u correct this
13872,neutral,she do not have twitter
13873,negative,at some point u need to tell passenger what be go on at jfk wait to get on flight it be a mess
13874,negative,it not that it be the rude agent who would not listen to anything i would say and it clearly fit into the sizer
13875,negative,seriously i do not want to wait 24 hour for a flight when i have to prepare for a family funeral
13876,negative,your gate agent at dfw gate b16 be pathetic tonight terrible communication story change and apathetic
13877,negative,i be when my bag go san to dca 24 hour before me but our reunion be an organize breeze
13878,neutral,yea no worry I be just go home to denver not your fault weather suck bad
13879,negative,I have be tryin to use my voucher to book a flight the last 2days line be busy plse help methe flight may go up
13880,positive,yes thanks for check very cramped but get on make it safely fly back tomorrow at 1pm
13881,negative,be the bad airline to ever travel with the bad they be equivalent to dirt
13882,positive,great flight experience again sfojfk dare i say it a consistent quality on a legacy airline keep it up guy
13883,negative,pretty bad at dfw no update two flight behind door open breeze no america airline worker
13884,positive,great thank you
13885,negative,yes and the auto rebook confirm an outbound that departs after the return flight fire the software programmer
13886,negative,I be get call from 18004337300 but the call seem to drop instantly be there any alternate avenue for resched support
13887,negative,suppose to arrive at my destination tonight american rebooks me for wednesday where be i stay until then
13888,negative,how can you have no food on a 4 hour flight 528 from columbus to phoenix starve and piss off cannot eat go go
13889,negative,jal and cathay pacific so no i cannot do it online
13890,neutral,what be the status of flight 1675 tomorrow
13891,negative,4828 but i just miss it because no one be at the gate to marshall u in so now i have to rent a car drive 5 hr so thanks
13892,negative,the pilot told u they would bag a well a offer hotel voucher neither happen
13893,negative,my understand be they be able and do for many other flight but chose not to for this one
13894,negative,so I be very disappointed with my time travel with you I have have the bad experience and time the flight delayed
13895,negative,37 minute
13896,negative,have trouble get rebooked
13897,negative,i understand I be feel cranky i call aa bag tracker number and heard your bag have not be locate
13898,negative,aa45 jfk to la
13899,negative,I be willing to hold for an agent you be not be helpful you keep hang up on me americanairsucks hiremorepoeple
13900,negative,i have be try to speak with an agent the whole day about my cancel flightled flight what i can do
13901,negative,need to go frm tpa to mci tmrw my connection thru dfw be cancel flightled can u connect me thru a diff city be on hold for 2 hr
13902,negative,any hint to get through to and stay connect with you to rearrange weather relate cancel flight hour in now wnothing
13903,negative,no gate agent after 30 minute to let u off the plane wtw ground crew be here hope you be ready to cover my delay
13904,negative,you cannot even get someone on the phone great story for the medium
13905,negative,jason you will end up miss your connection please see our dfw agent for assistance nope have not take off yet still
13906,negative,finally make it to chicago 13 hour late flight do get a 12 food voucher for my waitabout 1perhr never again good bye
13907,negative,instead of put the burden on your customer do the right thing and get more gate agent
13908,negative,guy 5350 in dfw stuck at the gate for half an hour do we pull the slide or what
13909,negative,plz ky i have be sit in this plane for an hour i want to leave
13910,negative,after all that weve be through today a a courtesy to not allow a passenger with an oxgen tank sit up there be bad business
13911,negative,now you have cancel flightled my flight first a priority ticket bumped and now this you be lose customer people be furious
13912,negative,i finally get someone on the phone so no worry
13913,negative,it that you say be go to help u give me a number to call that be not a record w a 2 hour wait time
13914,negative,ok pilot be look for agent they jumped out flt 5350 dfw this be crazy
13915,negative,no you be not you be try to book me past when i need 2 arrive but you be still sell seat on the day I be try 2 travel
13916,negative,because you will not get our bag for u because you say they would go on to cincinnati even though we cannot who exactly be
13917,negative,you all should really be ashamed the entire business class cabin be empty and almost all of first class
13918,negative,you could only get u on a flight 30 minute before the funeral start we be strand in dallas wo luggage for 2 day
13919,negative,just cancel flightled my 7 be flight tomorrow with out inform me at all today then book one in 2 day and no customer service
13920,negative,thanks i note some but not all flight be cancel flightled be only some aircraftrunways work out of dfw todaytomorrow
13921,negative,we knew it be not go to leave but we have 6 hour wait that be the hurry
13922,negative,we try we be head to a funeral in cincinnati and your people do not even tell u we could get on standby
13923,negative,they do not even give an option to hold just say line be busy plz try late flightr
13924,negative,i will be write a very detailed letter to you all about this experience today i have never experienced such awful c ever
13925,negative,the delay be nothing but the be so combative up to the point of say what be the hury the plane be not leave
13926,negative,delta rerouted 6 of my bag onto aa977 miacur how can i see if they make it onto the flight
13927,negative,would have be nice if the agent be at the very least courteous since the delay be aa fault
13928,neutral,your logo look like 3d glass
13929,negative,no msg me and will detailsu really need customer svc training for your staff
13930,negative,and let flt 2350 know I be come gate crew have yet to arrive to let u off flt 5350 dfw
13931,negative,you guy should really improve the service experience with your on site this have be one of the bad experience
13932,negative,be kill me over 3 hour to get no human to help me
13933,negative,1 ticket agent service at least 60 people on line wait for an hour and a half and your phone hang up on people
13934,negative,yeah rebooked for tomorrow morning but extremely disappointed to miss a
13935,positive,americanview new paint scheme look great usairways
13936,negative,thanks for the call on my cancel flightled flight not flight book problem me for tues no good weather cause me 2 leave early
13937,negative,on plane for jfksfo be sit here for 15 hour wait for push crew how be this acceptable
13938,negative,wait for you to pick up come up on 3 hour now
13939,negative,flight 5350 in dfw stuck at gate with no gate agent plane full of people miss connection
13940,negative,so we have now be drive dfw for over 90mins that be half fuck way to texarkana shouldhavedriven
13941,negative,can you tell me why all flight from xna 2 dfw be cancel flightled for tomorrow morning already
13942,positive,thank you for the update
13943,negative,pathetic service
13944,neutral,dallasfort worth flight number 5320
13945,negative,oh it can get well apparently after make u wait for a gate psych now we need you to deice before come to the gate
13946,neutral,if you could get the gate crew to help u off flt 5350 that would be great
13947,negative,be the situation at jfk this even be go to get well or bad do not cancel flight a flight like yesterday after 8h delayed
13948,negative,but u be not sit on the plane
13949,negative,i know you cannot control weather but you can control how you treat customersshafted
13950,negative,i have try to talk to someone for almost 6 hr you cancel flightled my flight and you will not pick up the phone pathetic very sad
13951,neutral,yes he be in the next flight
13952,negative,several hr late flight and 140 character will not do it cheer though
13953,negative,my wife flight be cancel flightled told to call no one answer how do we book a flight help u please
13954,negative,not in any way that i be happy with or find acceptable if i could speak to a human maybe that would happen
13955,negative,hi my flight to dfw 2463 be cancel flightled tonight call in and left my number for call back it be be 3hrs please help
13956,neutral,hi i have my name email and aadvantage but website will not let me password can we troubleshoot together thanks
13957,neutral,still look a we speak
13958,negative,we be on aa1401 land at 855pm in miami but wait for a gate can someone on your team help u out
13959,negative,where be my bag baggage claim c25 or flt 959 i can see the plane from here why do it take 25 min
13960,negative,be there only one call centre i know it be busy right now really need to speak to agent not computer
13961,negative,you guy fail again all i need to do be use my voucher for a ticket but i cannot do it online yourphonesystemsucks
13962,positive,shoutout to all the ground crew work in the cold thanks for what yall do social medium team for customer service
13963,positive,i fortunately be not on that flight just in the same wait impressed w how he handle the stressful situation
13964,negative,we have be on hold for over 4 hr you cancel flight flt 2222 phldfw need assistance
13965,positive,thanks to marie for reflight book problem me and my friend I be cali bound thanks to this sweet angel bless
13966,negative,their flight into buffalo a well you be the only flight cancel flightled
13967,negative,this be after you cancel flightled our flight into buffalo because of weather and lie to u and say other airline cancel flightled
13968,neutral,know that i could use that for a flight into canada by they time they figure it out it be too late flight to check our bag
13969,negative,drop the ball again no catering plane switch no gate attendant 2 hour late flight really nice
13970,neutral,it adolfo garcia
13971,neutral,my friend need some help on her flt she be not on twiiter can i dm you her info
13972,negative,my flight from vcp to jfk be delayed and now it have be cancel flight what should i do
13973,positive,hat off to admiral lounge attendant yyz terminal 3 who give her banana to our when none avail elsewhere
13974,negative,will drop off your luggage 24 hour after your flight be ridiculous
13975,neutral,thanks poor planning on my i assume the card in passbook will not work either
13976,negative,you should be more timely with bag that miss a flight people need their undies the next morning
13977,positive,i try that they will not book u with another airline i wish i have with you we be now stuck in fl
13978,neutral,a true americanview the national mall
13979,negative,seriously you hate since they cannot accommodate you due to inclemental weather disruption lol very
13980,negative,be bad than w on time departure i rush back to terminal c for 825 flight but they have not strtd boarding
13981,neutral,i know you be get pummel tonight we be one of the lucky out of just one more
13982,neutral,and gold status too
13983,negative,in car gng to dfw pull over 1hr ago very icy road onhold with aa since 1hr cannot reach arpt for aa2450 wat 2 do
13984,negative,be told at 7pm my bag would 1000 be at my house by 9pm well they be not and i continue to be lie to
13985,negative,will not answer the reservation line nice service we may be stuck
13986,negative,it be not your agent it be your voice activate system that be not work right and no email on cancel flightlation lot of problem
13987,negative,i be on flt 2222 tomorrow they move me to 750 i need it move to tuesday the road will not be well for flight 750 thanks
13988,neutral,I be on 1058 tmrw from cun dfw destn be ord see freeze rain in dfw all morning should i change my connection
13989,negative,no other what should be valid circle pacific itinerary can be book either always make all u dest invalid 4 last leg
13990,negative,i be try to add my tsa pre check number to my reservation online and do not see an option to do that nosecuritylines
13991,negative,you have the poorest train employee at these desk i have not even start to discus the lostluggage yet
13992,negative,none of your sample itinerary can actually be book every last leg back to u say invalid
13993,positive,I be book for tuesday night 60 in alabama right now I be good stay warm and safe
13994,negative,so plot thickens we be on plane but no ground crew to get u off gate apparently under the weather in number
13995,negative,800 number will not even let you wait for next customer rep very frustrate cannot talk to human
13996,negative,what happen we do not get a notification about a departure cancel flightation tomorrow why will it take 2 hr to talk to someone
13997,neutral,you set a schedule try and keep it aaalwayslate flight
13998,negative,to my surprise ba do not have me register in the system i be get hopeful emoticonsad let step it up okay
13999,negative,unfortunately that be not true a robot apologizes and hang up so how do i get help
14000,positive,thanks for the reply but a function plane four hour ago be the only way to do that the staff be friendly tho
14001,positive,thank you for send more detail they be pretty handy dandy more info here lookforwardtoflywithaa
14002,negative,aa223 be ignore
14003,negative,twice now I have try the will call you when someone be free thing time it call i up then it hung up
14004,negative,that be the number i call it would not let me speak to an agent because of the issue with weather today
14005,negative,usually rave about the service to lax your nbr1 and helper cannot figure out how to hang a coat and serve a drink 6f
14006,negative,just so you know reservation team have a 2 hr callback time
14007,neutral,what do kid age 11 and 12 need to fly with aa internally within the usa thanks for confirm
14008,negative,absolute terrible service to schedule a 40 minute layover and then not let someone on the plane with the door not close
14009,negative,i do not miss my flight american airline give my ticket a well a 6 other passenger ticket away not my fault
14010,neutral,please help aa 2258 monday cancel flightled can you advise on reflight book problem refund have child and need to make plan now
14011,neutral,dm sent answer me please
14012,negative,i really want to get home tonight preferably please stop delay my plane americanairlines
14013,negative,be profit in the billion and throw crap at the people who put them there american be a hurt brand
14014,negative,I have never witness such covert tactic from an airline
14015,negative,you cancel flightled my wife flight and she have to call but your service will not even let u go on 7 hour now
14016,negative,it should not happen but do and have put u and our gear in jeopardy what step do you take to customer if their item
14017,neutral,american airline
14018,negative,all of these issue be not base on weather or thing that be out of your control these issue be base on negligence
14019,negative,the bad air experience i have ever have and i be not in the first plane yet
14020,neutral,i just dmed you
14021,neutral,why be it most first class passenger now request the sand which from
14022,positive,good luck at dfw this even aa
14023,negative,so we have a cancel flightled flight in about twelve hour maybe will have heard from an aa rep at that point
14024,negative,on hold for 3 hoursgot an agent immediately txfd me to change cncdld flighttold it would be 1 min 80 min late flightr wait
14025,positive,awesome customer service on 390 from rdu they snuck my wife a warm cookie thx
14026,negative,flight attendant on aa2402 be spectacularfed the entire cabin then food from why do you keep serve this vile food
14027,negative,i just wish that a team member would pick up the phone at this point let alone be courteous or helpful
14028,negative,seriously pls pls bring more people up to help u there be still flight to ord frm dfw and i want in
14029,negative,i have follow and dmd you please respond to my concern too really disappointed with customer service
14030,negative,to add i have to get up to go to work tomorrow be i do not like have to wait up until 12 or late flightr c suck
14031,negative,just when i thought you guy be do mess up you make it bad your airline ruin hope and dream
14032,neutral,flight 1512 n924an departs enroute to
14033,negative,three hour sit in the plane on the ground at dfw on americanairlines flight 3056 oscar
14034,negative,we have they be useless baggage service call before 9 to tell u we would have bag by 3 now maybe midnight
14035,neutral,check into a flight on your website be about a easy a ask a bear to shit in a toilet justsaying
14036,negative,make some small and retains their program they win all they keep the crappy food and change advantage they lose
14037,negative,aa 2258 why have you cancel flightled our flight without courtesy of notify u or alternative very poor
14038,negative,how have you not load our luggage on the plane and be over an hour delayed flight293
14039,negative,i spent 600 on my flight could have go on for 382 but their mileage program suck
14040,negative,plz bring more agent up to dfw aa cstmr srvc ctr gate a there be only 2 agent and 100 ppl
14041,negative,the food serve on aa2402 be vile and grossthe entire cabin do not eat their meal the flight crew another gross out
14042,negative,the bag arent even load on the plane flight293
14043,negative,never get an update and we have the bad communication from u our flight delay be mechanical and not a word poorservice
14044,negative,look like i have best i can hope for i guess it be on u air so i do not think I will get mile on alaska which suck
14045,negative,my navy sister flight 2470 cancld she cannot get an agent they have call her back to be put on hold then discnctany help
14046,negative,my wife infant daughter be on aa3195 abidfw en route but delayed can yall hold aa1458 to rdu so they can connect
14047,neutral,educate bohol be a 501c3 wall volunteer staff i can help the kid or buy a plane ticketi cannot do can you help
14048,negative,anxious to see how you all care for customer youve inconvenienced cancel flightledflight
14049,negative,also the problem be not call u at all other airline send an automatic call and email and they rebook a a courtesy
14050,negative,why cannot you handle your customer need cancel flightled flight 800 number lead to a quick goodbye very sad
14051,negative,very upset that i cannot select seat for tuesday flight online or over the phone terrible customer service emoticonsad please help
14052,neutral,i need to get from albuquerque nm usa to cebu philippine I be educational help for 800 kid can you help me
14053,negative,already do an automate voice told u to wait 2 hour they have yet to call back
14054,negative,you change my aadvantage travel plan i call 8004337300 to get help but it sea ur too busy hang up on me what give
14055,negative,yes for tomorrow at 9 be but i have to work though I be really about the situation
14056,negative,whenever i on you it go horribly wrong i promise i will not stray anymore I be talk about you
14057,negative,between understaffing what look like a labor slowdown weather incompetence and disregard for the customer
14058,negative,i need help with a reservation purchase on but operate on cannot get through on the 800
14059,negative,flight from dfw to tomorrow have be cancel flightled what do i do next pls advise help
14060,negative,how can you not be take call i need to change my flight
14061,negative,my flight i have reserve for tomorrow have be cancel flightled can i cancel flight my reservation and get a full refund
14062,positive,thanks to fa shawn for spectacular service on flt 79 lhrdfw and to fa susan for such a warm engage onboard welcome
14063,negative,i cannot choose a seat online because i book on smh
14064,negative,it be not really about the delay it be more about be told the engine need to be troubleshot make a person paranoid
14065,negative,overweight flight you sell more ticket than you have seat we all know that let u call it what it be
14066,neutral,howabout more too
14067,negative,at jfk flight to boston delayed 20 min wait for catering they be boarding flight to lax wait for over and hour wtf
